Run,BioProject,BioSample,Source
ERR5035883,PRJEB42310,SAMEA7757558,annelid metagenome
ERR5035882,PRJEB42310,SAMEA7757557,annelid metagenome
ERR5035881,PRJEB42310,SAMEA7757556,annelid metagenome
ERR5035880,PRJEB42310,SAMEA7757555,annelid metagenome
ERR5035879,PRJEB42310,SAMEA7757554,annelid metagenome
ERR5035878,PRJEB42310,SAMEA7757553,annelid metagenome
ERR5035877,PRJEB42310,SAMEA7757552,annelid metagenome
ERR5035876,PRJEB42310,SAMEA7757551,annelid metagenome
ERR5035875,PRJEB42310,SAMEA7757550,annelid metagenome
ERR5035874,PRJEB42310,SAMEA7757549,annelid metagenome
ERR5035873,PRJEB42310,SAMEA7757548,annelid metagenome
ERR5035872,PRJEB42310,SAMEA7757547,annelid metagenome
ERR5035871,PRJEB42310,SAMEA7757546,annelid metagenome
ERR5035870,PRJEB42310,SAMEA7757545,annelid metagenome
ERR5035869,PRJEB42310,SAMEA7757544,annelid metagenome
ERR5035868,PRJEB42310,SAMEA7757543,annelid metagenome
ERR5035867,PRJEB42310,SAMEA7757542,annelid metagenome
ERR5035866,PRJEB42310,SAMEA7757541,annelid metagenome
ERR5035865,PRJEB42310,SAMEA7757540,annelid metagenome
ERR5035864,PRJEB42310,SAMEA7757539,annelid metagenome
ERR5035863,PRJEB42310,SAMEA7757538,annelid metagenome
ERR5035862,PRJEB42310,SAMEA7757537,annelid metagenome
ERR5035861,PRJEB42310,SAMEA7757535,annelid metagenome
ERR5035860,PRJEB42310,SAMEA7757534,annelid metagenome
ERR5035859,PRJEB42310,SAMEA7757533,annelid metagenome
ERR5035858,PRJEB42310,SAMEA7757531,annelid metagenome
ERR5035857,PRJEB42310,SAMEA7757530,annelid metagenome
ERR5035856,PRJEB42310,SAMEA7757536,annelid metagenome
ERR5035855,PRJEB42310,SAMEA7757532,annelid metagenome
ERR5035854,PRJEB42310,SAMEA7757601,annelid metagenome
ERR5035853,PRJEB42310,SAMEA7757565,annelid metagenome
SRR11049215,PRJNA405531,SAMN13385538,annelid metagenome
ERR3773751,PRJEB28157,SAMEA6432162,annelid metagenome
ERR3773750,PRJEB28157,SAMEA6432161,annelid metagenome
SRR22269038,PRJNA827970,SAMN31676871,algae metagenome
SRR22262228,PRJNA827970,SAMN31665769,algae metagenome
SRR14418101,PRJNA726403,SAMN18971240,algae metagenome
SRR14416825,PRJNA726403,SAMN18971229,algae metagenome
SRR14415815,PRJNA726403,SAMN18971241,algae metagenome
SRR14415273,PRJNA726403,SAMN18928978,algae metagenome
SRR14415274,PRJNA726403,SAMN18928978,algae metagenome
SRR14415275,PRJNA726403,SAMN18928978,algae metagenome
ERR5005060,PRJEB42019,SAMEA7724386,algae metagenome
ERR5005059,PRJEB42019,SAMEA7724385,algae metagenome
ERR5005058,PRJEB42019,SAMEA7724384,algae metagenome
ERR5005057,PRJEB42019,SAMEA7724383,algae metagenome
ERR5005056,PRJEB42019,SAMEA7724382,algae metagenome
ERR5005055,PRJEB42019,SAMEA7724381,algae metagenome
ERR5005054,PRJEB42019,SAMEA7724380,algae metagenome
ERR5005053,PRJEB42019,SAMEA7724379,algae metagenome
ERR5005052,PRJEB42019,SAMEA7724378,algae metagenome
ERR5005051,PRJEB42019,SAMEA7724377,algae metagenome
ERR5005050,PRJEB42019,SAMEA7724376,algae metagenome
ERR5005049,PRJEB42019,SAMEA7724375,algae metagenome
ERR5005048,PRJEB42019,SAMEA7724374,algae metagenome
ERR5005047,PRJEB42019,SAMEA7724373,algae metagenome
ERR5005046,PRJEB42019,SAMEA7724372,algae metagenome
ERR5004880,PRJEB42019,SAMEA7723974,algae metagenome
ERR5004879,PRJEB42019,SAMEA7723511,algae metagenome
ERR5004878,PRJEB42019,SAMEA7723973,algae metagenome
ERR5004877,PRJEB42019,SAMEA7723510,algae metagenome
ERR5004876,PRJEB42019,SAMEA7723509,algae metagenome
ERR5004875,PRJEB42019,SAMEA7723972,algae metagenome
ERR5004874,PRJEB42019,SAMEA7723508,algae metagenome
ERR5004873,PRJEB42019,SAMEA7723971,algae metagenome
ERR5004273,PRJEB42019,SAMEA7724386,algae metagenome
ERR5004272,PRJEB42019,SAMEA7724385,algae metagenome
ERR5004271,PRJEB42019,SAMEA7724384,algae metagenome
ERR5004270,PRJEB42019,SAMEA7724383,algae metagenome
ERR5004269,PRJEB42019,SAMEA7724382,algae metagenome
ERR5004268,PRJEB42019,SAMEA7724381,algae metagenome
ERR5004267,PRJEB42019,SAMEA7724380,algae metagenome
ERR5004266,PRJEB42019,SAMEA7724379,algae metagenome
ERR5004265,PRJEB42019,SAMEA7724378,algae metagenome
ERR5004264,PRJEB42019,SAMEA7724377,algae metagenome
ERR5004263,PRJEB42019,SAMEA7724376,algae metagenome
ERR5004262,PRJEB42019,SAMEA7724375,algae metagenome
ERR5004261,PRJEB42019,SAMEA7724374,algae metagenome
ERR5004260,PRJEB42019,SAMEA7724373,algae metagenome
ERR5004259,PRJEB42019,SAMEA7724372,algae metagenome
ERR5004093,PRJEB42019,SAMEA7723974,algae metagenome
ERR5004092,PRJEB42019,SAMEA7723511,algae metagenome
ERR5004091,PRJEB42019,SAMEA7723973,algae metagenome
ERR5004090,PRJEB42019,SAMEA7723510,algae metagenome
ERR5004089,PRJEB42019,SAMEA7723509,algae metagenome
ERR5004088,PRJEB42019,SAMEA7723972,algae metagenome
ERR5004087,PRJEB42019,SAMEA7723508,algae metagenome
ERR5004086,PRJEB42019,SAMEA7723971,algae metagenome
ERR5003505,PRJEB42019,SAMEA7724041,algae metagenome
ERR5003504,PRJEB42019,SAMEA7724040,algae metagenome
ERR5003503,PRJEB42019,SAMEA7724039,algae metagenome
ERR5003502,PRJEB42019,SAMEA7724038,algae metagenome
ERR5003501,PRJEB42019,SAMEA7724037,algae metagenome
ERR5003500,PRJEB42019,SAMEA7724036,algae metagenome
ERR5003499,PRJEB42019,SAMEA7724035,algae metagenome
ERR5003498,PRJEB42019,SAMEA7724034,algae metagenome
ERR5003497,PRJEB42019,SAMEA7724033,algae metagenome
ERR5003496,PRJEB42019,SAMEA7724032,algae metagenome
ERR5003495,PRJEB42019,SAMEA7724030,algae metagenome
ERR5003494,PRJEB42019,SAMEA7724029,algae metagenome
ERR5003493,PRJEB42019,SAMEA7724025,algae metagenome
ERR5003492,PRJEB42019,SAMEA7724024,algae metagenome
ERR5003491,PRJEB42019,SAMEA7724023,algae metagenome
ERR5003490,PRJEB42019,SAMEA7724022,algae metagenome
ERR5003489,PRJEB42019,SAMEA7724019,algae metagenome
ERR5003488,PRJEB42019,SAMEA7724018,algae metagenome
ERR5003487,PRJEB42019,SAMEA7724017,algae metagenome
ERR5003354,PRJEB42019,SAMEA7723511,algae metagenome
ERR5003353,PRJEB42019,SAMEA7723973,algae metagenome
ERR5003352,PRJEB42019,SAMEA7723510,algae metagenome
ERR5003351,PRJEB42019,SAMEA7723509,algae metagenome
ERR5003350,PRJEB42019,SAMEA7723972,algae metagenome
ERR5003349,PRJEB42019,SAMEA7723508,algae metagenome
ERR5003348,PRJEB42019,SAMEA7723971,algae metagenome
ERR5002226,PRJEB42019,SAMEA7724041,algae metagenome
ERR5002225,PRJEB42019,SAMEA7724040,algae metagenome
ERR5002224,PRJEB42019,SAMEA7724039,algae metagenome
ERR5002223,PRJEB42019,SAMEA7724038,algae metagenome
ERR5002222,PRJEB42019,SAMEA7724037,algae metagenome
ERR5002221,PRJEB42019,SAMEA7724036,algae metagenome
ERR5002220,PRJEB42019,SAMEA7724035,algae metagenome
ERR5002219,PRJEB42019,SAMEA7724034,algae metagenome
ERR5002218,PRJEB42019,SAMEA7724033,algae metagenome
ERR5002217,PRJEB42019,SAMEA7724032,algae metagenome
ERR5002216,PRJEB42019,SAMEA7724030,algae metagenome
ERR5002215,PRJEB42019,SAMEA7724029,algae metagenome
ERR5002214,PRJEB42019,SAMEA7724025,algae metagenome
ERR5002213,PRJEB42019,SAMEA7724024,algae metagenome
ERR5002212,PRJEB42019,SAMEA7724023,algae metagenome
ERR5002211,PRJEB42019,SAMEA7724022,algae metagenome
ERR5002210,PRJEB42019,SAMEA7724019,algae metagenome
ERR5002209,PRJEB42019,SAMEA7724018,algae metagenome
ERR5002208,PRJEB42019,SAMEA7724017,algae metagenome
ERR5002075,PRJEB42019,SAMEA7723511,algae metagenome
ERR5002074,PRJEB42019,SAMEA7723973,algae metagenome
ERR5002073,PRJEB42019,SAMEA7723510,algae metagenome
ERR5002072,PRJEB42019,SAMEA7723509,algae metagenome
ERR5002071,PRJEB42019,SAMEA7723972,algae metagenome
ERR5002070,PRJEB42019,SAMEA7723508,algae metagenome
ERR5002069,PRJEB42019,SAMEA7723971,algae metagenome
SRR22269038,PRJNA827970,SAMN31676871,algae metagenome
SRR22262228,PRJNA827970,SAMN31665769,algae metagenome
SRR9309975,PRJNA545514,SAMN11895465,wastewater metagenome
SRR2903329,PRJNA202911,SAMN02440304,soil metagenome
SRR921501,PRJNA209397,SAMN02212366,soil metagenome
SRR18944112,PRJNA832762,SAMN27920932,sediment metagenome
SRR18944113,PRJNA832762,SAMN27920932,sediment metagenome
SRR18944114,PRJNA832762,SAMN27920932,sediment metagenome
SRR18944115,PRJNA832762,SAMN27920932,sediment metagenome
SRR14140301,PRJNA686385,SAMN18528059,sediment metagenome
SRR14140302,PRJNA686385,SAMN18528058,sediment metagenome
SRR8379591,PRJNA512068,SAMN10659874,seawater metagenome
SRR8379592,PRJNA512068,SAMN10659873,seawater metagenome
SRR8379593,PRJNA512068,SAMN10659872,seawater metagenome
SRR8379594,PRJNA512068,SAMN10659871,seawater metagenome
SRR354054,PRJNA74745,SAMN00739942,oil production facility metagenome
SRR7754704,PRJNA487892,SAMN09914233,oil field metagenome
SRR7754705,PRJNA487892,SAMN09914232,oil field metagenome
SRR7754706,PRJNA487892,SAMN09914235,oil field metagenome
SRR7754707,PRJNA487892,SAMN09914234,oil field metagenome
SRR7754708,PRJNA487892,SAMN09914236,oil field metagenome
SRR23086926,PRJNA889689,SAMN32746548,metagenome
SRR14874039,PRJNA612045,SAMN19734286,metagenome
SRR14874040,PRJNA612045,SAMN19734311,metagenome
SRR14874041,PRJNA612045,SAMN19734318,metagenome
SRR14874042,PRJNA612045,SAMN19734314,metagenome
SRR14874043,PRJNA612045,SAMN19734315,metagenome
SRR14874044,PRJNA612045,SAMN19734310,metagenome
SRR14874045,PRJNA612045,SAMN19734308,metagenome
SRR14874046,PRJNA612045,SAMN19734307,metagenome
SRR14874048,PRJNA612045,SAMN19734242,metagenome
SRR14874049,PRJNA612045,SAMN19734243,metagenome
SRR14874050,PRJNA612045,SAMN19734237,metagenome
SRR14874051,PRJNA612045,SAMN19734232,metagenome
SRR14874052,PRJNA612045,SAMN19734231,metagenome
SRR14874053,PRJNA612045,SAMN19734230,metagenome
SRR14874054,PRJNA612045,SAMN19734229,metagenome
SRR14874055,PRJNA612045,SAMN19734245,metagenome
SRR14874056,PRJNA612045,SAMN19734206,metagenome
SRR14874057,PRJNA612045,SAMN19734207,metagenome
SRR14874059,PRJNA612045,SAMN19734203,metagenome
SRR14874060,PRJNA612045,SAMN19734200,metagenome
SRR14874061,PRJNA612045,SAMN19734199,metagenome
SRR14874062,PRJNA612045,SAMN19734218,metagenome
SRR14874063,PRJNA612045,SAMN19734219,metagenome
SRR14874064,PRJNA612045,SAMN19734212,metagenome
SRR14874065,PRJNA612045,SAMN19734213,metagenome
SRR14874066,PRJNA612045,SAMN19734151,metagenome
SRR14874067,PRJNA612045,SAMN19734150,metagenome
SRR14874068,PRJNA612045,SAMN19734154,metagenome
SRR14874070,PRJNA612045,SAMN19734169,metagenome
SRR14874071,PRJNA612045,SAMN19734170,metagenome
SRR14874072,PRJNA612045,SAMN19734161,metagenome
SRR14874073,PRJNA612045,SAMN19734162,metagenome
SRR14874074,PRJNA612045,SAMN19734156,metagenome
SRR14874075,PRJNA612045,SAMN19734153,metagenome
SRR14874036,PRJNA612045,SAMN19798967,metagenome
SRR14874037,PRJNA612045,SAMN19798966,metagenome
SRR14874038,PRJNA612045,SAMN19798965,metagenome
SRR14874047,PRJNA612045,SAMN19798964,metagenome
SRR14874058,PRJNA612045,SAMN19798963,metagenome
SRR14874069,PRJNA612045,SAMN19798962,metagenome
SRR14874076,PRJNA612045,SAMN19798991,metagenome
SRR14874077,PRJNA612045,SAMN19798990,metagenome
SRR14874078,PRJNA612045,SAMN19798989,metagenome
SRR14874079,PRJNA612045,SAMN19798988,metagenome
SRR14874080,PRJNA612045,SAMN19798961,metagenome
SRR14874081,PRJNA612045,SAMN19798987,metagenome
SRR14874082,PRJNA612045,SAMN19798986,metagenome
SRR14874083,PRJNA612045,SAMN19798985,metagenome
SRR14874084,PRJNA612045,SAMN19798984,metagenome
SRR14874085,PRJNA612045,SAMN19798983,metagenome
SRR14874086,PRJNA612045,SAMN19798982,metagenome
SRR14874087,PRJNA612045,SAMN19798981,metagenome
SRR14874088,PRJNA612045,SAMN19798980,metagenome
SRR14874089,PRJNA612045,SAMN19798979,metagenome
SRR14874090,PRJNA612045,SAMN19798978,metagenome
SRR14874091,PRJNA612045,SAMN19798960,metagenome
SRR14874092,PRJNA612045,SAMN19798977,metagenome
SRR14874093,PRJNA612045,SAMN19798976,metagenome
SRR14874094,PRJNA612045,SAMN19798975,metagenome
SRR14874095,PRJNA612045,SAMN19798974,metagenome
SRR14874096,PRJNA612045,SAMN19798973,metagenome
SRR14874097,PRJNA612045,SAMN19798972,metagenome
SRR14874098,PRJNA612045,SAMN19798971,metagenome
SRR14874099,PRJNA612045,SAMN19798970,metagenome
SRR14874100,PRJNA612045,SAMN19798969,metagenome
SRR14874101,PRJNA612045,SAMN19798968,metagenome
SRR14874102,PRJNA612045,SAMN19798959,metagenome
SRR14874103,PRJNA612045,SAMN19798958,metagenome
SRR14709827,PRJNA729662,SAMN19384881,metagenome
SRR14522141,PRJNA729662,SAMN19157534,metagenome
ERR2828450,PRJEB29075,SAMEA4960279,metagenome
ERR2828449,PRJEB29075,SAMEA4960278,metagenome
SRR23135032,PRJNA925191,SAMN32783465,marine sediment metagenome
SRR23135033,PRJNA925191,SAMN32783464,marine sediment metagenome
SRR13515772,PRJNA692099,SAMN17320299,marine sediment metagenome
SRR13515746,PRJNA692099,SAMN17320298,marine sediment metagenome
SRR13512340,PRJNA692099,SAMN17320297,marine sediment metagenome
SRR13512339,PRJNA692099,SAMN17320296,marine sediment metagenome
SRR13503366,PRJNA692099,SAMN17320295,marine sediment metagenome
SRR13492908,PRJNA692099,SAMN17320294,marine sediment metagenome
SRR13480478,PRJNA692099,SAMN17320293,marine sediment metagenome
SRR13480373,PRJNA692099,SAMN17320292,marine sediment metagenome
SRR13452042,PRJNA692099,SAMN17320291,marine sediment metagenome
SRR1639719,PRJNA264994,SAMN03144430,hydrocarbon metagenome
SRR1639718,PRJNA264994,SAMN03144429,hydrocarbon metagenome
SRR1639717,PRJNA264994,SAMN03144428,hydrocarbon metagenome
SRR1639716,PRJNA264994,SAMN03144427,hydrocarbon metagenome
SRR1639715,PRJNA264994,SAMN03144426,hydrocarbon metagenome
SRR1639714,PRJNA264994,SAMN03144425,hydrocarbon metagenome
SRR1639707,PRJNA264994,SAMN03144424,hydrocarbon metagenome
SRR1639706,PRJNA264994,SAMN03144423,hydrocarbon metagenome
SRR1639705,PRJNA264994,SAMN03144422,hydrocarbon metagenome
SRR1639704,PRJNA264994,SAMN03144421,hydrocarbon metagenome
SRR1639703,PRJNA264994,SAMN03144420,hydrocarbon metagenome
SRR1639702,PRJNA264994,SAMN03144419,hydrocarbon metagenome
SRR1639701,PRJNA264994,SAMN03144418,hydrocarbon metagenome
SRR1639700,PRJNA264994,SAMN03144417,hydrocarbon metagenome
SRR1639699,PRJNA264994,SAMN03144416,hydrocarbon metagenome
SRR1639698,PRJNA264994,SAMN03144415,hydrocarbon metagenome
SRR1639697,PRJNA264994,SAMN03144414,hydrocarbon metagenome
SRR1639696,PRJNA264994,SAMN03144413,hydrocarbon metagenome
SRR1639695,PRJNA264994,SAMN03144412,hydrocarbon metagenome
SRR1639694,PRJNA264994,SAMN03144411,hydrocarbon metagenome
SRR1639693,PRJNA264994,SAMN03144410,hydrocarbon metagenome
SRR1639692,PRJNA264994,SAMN03144409,hydrocarbon metagenome
SRR12691405,PRJNA488537,SAMN10497045,biofilm metagenome
SRR9332771,PRJNA488537,SAMN09935363,biofilm metagenome
SRR12684520,PRJNA488537,SAMN16233880,biofilm metagenome
SRR12539093,PRJNA659906,SAMN15930127,aquatic metagenome
SRR2107211,PRJNA288131,SAMN03794758,activated sludge metagenome
SRR2107210,PRJNA288131,SAMN03794758,activated sludge metagenome
SRR2107185,PRJNA288131,SAMN03794747,activated sludge metagenome
SRR2107219,PRJNA288131,SAMN03794765,activated sludge metagenome
SRR2107218,PRJNA288131,SAMN03794765,activated sludge metagenome
SRR2107216,PRJNA288131,SAMN03794764,activated sludge metagenome
SRR2107215,PRJNA288131,SAMN03794764,activated sludge metagenome
SRR2107213,PRJNA288131,SAMN03794762,activated sludge metagenome
SRR2107212,PRJNA288131,SAMN03794762,activated sludge metagenome
SRR2107184,PRJNA288131,SAMN03794747,activated sludge metagenome
SRR2107183,PRJNA288131,SAMN03794746,activated sludge metagenome
SRR2107182,PRJNA288131,SAMN03794746,activated sludge metagenome
SRR2107181,PRJNA288131,SAMN03794741,activated sludge metagenome
SRR2107180,PRJNA288131,SAMN03794741,activated sludge metagenome
SRR2107179,PRJNA288131,SAMN03794739,activated sludge metagenome
SRR2107178,PRJNA288131,SAMN03794739,activated sludge metagenome
SRR2107177,PRJNA288131,SAMN03792071,activated sludge metagenome
SRR2107176,PRJNA288131,SAMN03792071,activated sludge metagenome
SRR2107173,PRJNA288131,SAMN03792070,activated sludge metagenome
SRR2107171,PRJNA288131,SAMN03792070,activated sludge metagenome
SRR2107175,PRJNA288131,SAMN03792069,activated sludge metagenome
SRR2107174,PRJNA288131,SAMN03792069,activated sludge metagenome
SRR2107133,PRJNA288131,SAMN03792045,activated sludge metagenome
SRR2107128,PRJNA288131,SAMN03792045,activated sludge metagenome
SRR15809223,PRJNA733924,SAMN21246664,viral metagenome
SRR15809224,PRJNA733924,SAMN21246664,viral metagenome
SRR15809225,PRJNA733924,SAMN21246663,viral metagenome
SRR15809226,PRJNA733924,SAMN21246663,viral metagenome
SRR14532311,PRJNA729807,SAMN19164946,synthetic metagenome
SRR14532312,PRJNA729807,SAMN19164946,synthetic metagenome
SRR14532337,PRJNA729807,SAMN19164946,synthetic metagenome
SRR14532348,PRJNA729807,SAMN19164946,synthetic metagenome
SRR14532399,PRJNA729807,SAMN19164946,synthetic metagenome
ERR731877,PRJEB7769,SAMEA3207710,salt marsh metagenome
ERR731876,PRJEB7769,SAMEA3207709,salt marsh metagenome
ERR731875,PRJEB7769,SAMEA3207708,salt marsh metagenome
ERR731874,PRJEB7769,SAMEA3207707,salt marsh metagenome
ERR676906,PRJEB7769,SAMEA3134943,salt marsh metagenome
ERR676905,PRJEB7769,SAMEA3134942,salt marsh metagenome
ERR676904,PRJEB7769,SAMEA3134941,salt marsh metagenome
SRR358565,PRJNA75059,SAMN00744359,rhizosphere metagenome
SRR14517500,PRJNA728211,SAMN19072227,plant metagenome
SRR14517501,PRJNA728211,SAMN19072226,plant metagenome
SRR14517502,PRJNA728211,SAMN19072225,plant metagenome
SRR14517503,PRJNA728211,SAMN19072224,plant metagenome
SRR14517504,PRJNA728211,SAMN19072223,plant metagenome
SRR14517505,PRJNA728211,SAMN19072222,plant metagenome
SRR14517506,PRJNA728211,SAMN19072221,plant metagenome
SRR14517507,PRJNA728211,SAMN19072220,plant metagenome
SRR14517508,PRJNA728211,SAMN19072219,plant metagenome
SRR10917427,PRJNA569973,SAMN12812736,plant metagenome
SRR10917428,PRJNA569973,SAMN12812736,plant metagenome
SRR10917425,PRJNA570098,SAMN12814033,plant metagenome
SRR10917426,PRJNA570098,SAMN12814033,plant metagenome
SRR10916887,PRJNA569972,SAMN12814045,plant metagenome
SRR10916888,PRJNA569972,SAMN12814045,plant metagenome
SRR10916863,PRJNA569971,SAMN12813441,plant metagenome
SRR10916864,PRJNA569971,SAMN12813441,plant metagenome
SRR10916587,PRJNA570097,SAMN12815146,plant metagenome
SRR10145194,PRJNA539165,SAMN11532317,plant metagenome
SRR10145185,PRJNA539164,SAMN11532492,plant metagenome
SRR10143748,PRJNA539163,SAMN11532765,plant metagenome
SRR10143422,PRJNA539161,SAMN11532918,plant metagenome
SRR10143418,PRJNA539162,SAMN11533329,plant metagenome
SRR10143175,PRJNA539160,SAMN11533377,plant metagenome
SRR10143174,PRJNA539159,SAMN11533378,plant metagenome
SRR10127271,PRJNA340608,SAMN05720237,plant metagenome
SRR10127267,PRJNA340604,SAMN05720239,plant metagenome
SRR7974395,PRJNA444461,SAMN08779575,plant metagenome
SRR7974393,PRJNA444458,SAMN08779672,plant metagenome
SRR6942518,PRJNA444459,SAMN08777187,plant metagenome
SRR6942514,PRJNA444460,SAMN08777186,plant metagenome
SRR6056339,PRJNA406016,SAMN07630985,plant metagenome
SRR6056338,PRJNA406018,SAMN07630987,plant metagenome
SRR6056336,PRJNA406015,SAMN07630984,plant metagenome
SRR6056335,PRJNA406013,SAMN07631268,plant metagenome
SRR6056328,PRJNA406014,SAMN07630983,plant metagenome
SRR6056327,PRJNA406017,SAMN07630986,plant metagenome
SRR6056326,PRJNA406011,SAMN07631266,plant metagenome
SRR6056324,PRJNA406010,SAMN07631265,plant metagenome
SRR6056323,PRJNA406012,SAMN07631267,plant metagenome
SRR6056322,PRJNA406008,SAMN07631263,plant metagenome
SRR6056321,PRJNA406009,SAMN07631264,plant metagenome
SRR6050776,PRJNA406007,SAMN07631262,plant metagenome
SRR6050641,PRJNA406006,SAMN07631261,plant metagenome
SRR5166355,PRJNA340605,SAMN05720238,plant metagenome
SRR5166354,PRJNA340605,SAMN05720238,plant metagenome
SRR4142460,PRJNA340607,SAMN05720169,plant metagenome
SRR4142459,PRJNA340606,SAMN05720236,plant metagenome
SRR4142433,PRJNA340603,SAMN05720143,plant metagenome
SRR4142430,PRJNA340601,SAMN05720245,plant metagenome
SRR4142418,PRJNA340600,SAMN05720240,plant metagenome
SRR4142417,PRJNA340597,SAMN05720241,plant metagenome
SRR4142283,PRJNA340598,SAMN05720285,plant metagenome
SRR4142282,PRJNA340602,SAMN05720286,plant metagenome
SRR4141180,PRJNA340599,SAMN05720235,plant metagenome
SRR4140277,PRJNA340595,SAMN05720243,plant metagenome
SRR4140276,PRJNA340594,SAMN05720244,plant metagenome
SRR4140275,PRJNA340593,SAMN05720246,plant metagenome
SRR21860266,PRJNA889178,SAMN31237791,phyllosphere metagenome
SRR21860267,PRJNA889178,SAMN31237790,phyllosphere metagenome
SRR21860268,PRJNA889178,SAMN31237789,phyllosphere metagenome
SRR21860269,PRJNA889178,SAMN31237788,phyllosphere metagenome
SRR21860270,PRJNA889178,SAMN31237787,phyllosphere metagenome
SRR21860271,PRJNA889178,SAMN31233391,phyllosphere metagenome
SRR21860272,PRJNA889178,SAMN31233390,phyllosphere metagenome
SRR21860273,PRJNA889178,SAMN31233389,phyllosphere metagenome
SRR21860274,PRJNA889178,SAMN31237824,phyllosphere metagenome
SRR21860275,PRJNA889178,SAMN31237823,phyllosphere metagenome
SRR21860276,PRJNA889178,SAMN31237822,phyllosphere metagenome
SRR21860277,PRJNA889178,SAMN31237818,phyllosphere metagenome
SRR21860278,PRJNA889178,SAMN31237817,phyllosphere metagenome
SRR21860279,PRJNA889178,SAMN31237804,phyllosphere metagenome
SRR21860280,PRJNA889178,SAMN31237802,phyllosphere metagenome
SRR21860281,PRJNA889178,SAMN31237801,phyllosphere metagenome
SRR21860282,PRJNA889178,SAMN31237793,phyllosphere metagenome
SRR21860283,PRJNA889178,SAMN31237792,phyllosphere metagenome
SRR21860284,PRJNA889178,SAMN31233388,phyllosphere metagenome
SRR21860285,PRJNA889178,SAMN31237786,phyllosphere metagenome
ERR4179835,PRJEB38470,SAMEA6854308,phyllosphere metagenome
ERR4179834,PRJEB38470,SAMEA6854307,phyllosphere metagenome
ERR4179833,PRJEB38470,SAMEA6854306,phyllosphere metagenome
ERR4179832,PRJEB38470,SAMEA6854305,phyllosphere metagenome
ERR4179831,PRJEB38470,SAMEA6854304,phyllosphere metagenome
ERR4179830,PRJEB38470,SAMEA6854303,phyllosphere metagenome
ERR4179827,PRJEB38470,SAMEA6854302,phyllosphere metagenome
ERR4179826,PRJEB38470,SAMEA6854301,phyllosphere metagenome
ERR4179825,PRJEB38470,SAMEA6854300,phyllosphere metagenome
SRR11108969,PRJNA607424,SAMN14123628,phyllosphere metagenome
SRR11108970,PRJNA607424,SAMN14123628,phyllosphere metagenome
SRR8543793,PRJNA518319,SAMN10864027,phyllosphere metagenome
SRR8543792,PRJNA518320,SAMN10863910,phyllosphere metagenome
SRR8543791,PRJNA518318,SAMN10864045,phyllosphere metagenome
SRR8543790,PRJNA518317,SAMN10864428,phyllosphere metagenome
SRR8543789,PRJNA518495,SAMN10864305,phyllosphere metagenome
SRR8543788,PRJNA518316,SAMN10864046,phyllosphere metagenome
SRR8543787,PRJNA518494,SAMN10864366,phyllosphere metagenome
SRR8543786,PRJNA518493,SAMN10864362,phyllosphere metagenome
SRR8543785,PRJNA518491,SAMN10864029,phyllosphere metagenome
SRR8543784,PRJNA518492,SAMN10864028,phyllosphere metagenome
SRR8543783,PRJNA518490,SAMN10864263,phyllosphere metagenome
SRR8543782,PRJNA518488,SAMN10864048,phyllosphere metagenome
SRR8543781,PRJNA518489,SAMN10864047,phyllosphere metagenome
SRR8543780,PRJNA518487,SAMN10864262,phyllosphere metagenome
SRR8543779,PRJNA518484,SAMN10864031,phyllosphere metagenome
SRR8543778,PRJNA518485,SAMN10864392,phyllosphere metagenome
SRR8543777,PRJNA518486,SAMN10864030,phyllosphere metagenome
SRR8543712,PRJNA518479,SAMN10864033,phyllosphere metagenome
SRR8543711,PRJNA518480,SAMN10864261,phyllosphere metagenome
SRR8543710,PRJNA518481,SAMN10864435,phyllosphere metagenome
SRR8543709,PRJNA518483,SAMN10864049,phyllosphere metagenome
SRR8543702,PRJNA518478,SAMN10864034,phyllosphere metagenome
SRR8543701,PRJNA518482,SAMN10864032,phyllosphere metagenome
SRR8543700,PRJNA518477,SAMN10864424,phyllosphere metagenome
SRR8543699,PRJNA518476,SAMN10864050,phyllosphere metagenome
SRR8543698,PRJNA518472,SAMN10864374,phyllosphere metagenome
SRR8543697,PRJNA518470,SAMN10864361,phyllosphere metagenome
SRR8543696,PRJNA518473,SAMN10864036,phyllosphere metagenome
SRR8543695,PRJNA518474,SAMN10864035,phyllosphere metagenome
SRR8543694,PRJNA518469,SAMN10864038,phyllosphere metagenome
SRR8543693,PRJNA518471,SAMN10864037,phyllosphere metagenome
SRR8543692,PRJNA518475,SAMN10864427,phyllosphere metagenome
SRR8543691,PRJNA518467,SAMN10864039,phyllosphere metagenome
SRR8543690,PRJNA518468,SAMN10864297,phyllosphere metagenome
SRR8543672,PRJNA518465,SAMN10864040,phyllosphere metagenome
SRR8543671,PRJNA518466,SAMN10864260,phyllosphere metagenome
SRR8543670,PRJNA518458,SAMN10864043,phyllosphere metagenome
SRR8543669,PRJNA518462,SAMN10864041,phyllosphere metagenome
SRR8543668,PRJNA518460,SAMN10864220,phyllosphere metagenome
SRR8543667,PRJNA518464,SAMN10864051,phyllosphere metagenome
SRR8543666,PRJNA518459,SAMN10864052,phyllosphere metagenome
SRR8543665,PRJNA518461,SAMN10864042,phyllosphere metagenome
SRR8543664,PRJNA518463,SAMN10864426,phyllosphere metagenome
SRR8543663,PRJNA518457,SAMN10864259,phyllosphere metagenome
