Run,Env,PET_Abundance.x,MHET_Abundance.x,Bioproject,Biosample,Source,Location,Latitude,Longtitude
SRR15646752,rhizosphere,2.691291805,3.22997416,PRJNA758121,SAMN21013461,soil metagenome,,24.65,102.88
SRR15646753,rhizosphere,3.278359366,2.492522433,PRJNA758121,SAMN21013460,soil metagenome,,24.65,102.88
SRR15646754,rhizosphere,1.547371689,2.273808308,PRJNA758121,SAMN21013451,soil metagenome,,25.38,100.41
SRR15646755,rhizosphere,3.665727123,3.687940091,PRJNA758121,SAMN21013450,soil metagenome,,25.38,100.41
SRR15646756,rhizosphere,4.173082847,2.034176374,PRJNA758121,SAMN21013459,soil metagenome,,24.65,102.88
SRR15646757,rhizosphere,3.857416956,4.335082752,PRJNA758121,SAMN21013458,soil metagenome,,24.67,102.93
SRR15646758,rhizosphere,10.32656004,5.372078423,PRJNA758121,SAMN21013457,soil metagenome,,24.67,102.93
SRR15646759,rhizosphere,9.61704124,3.130236041,PRJNA758121,SAMN21013456,soil metagenome,,24.67,102.93
SRR15646760,rhizosphere,7.019801369,0.244507722,PRJNA758121,SAMN21013455,soil metagenome,,25.39,100.43
SRR15646761,rhizosphere,6.076693714,0.932075595,PRJNA758121,SAMN21013454,soil metagenome,,25.39,100.43
SRR15646762,rhizosphere,11.82047743,0.926798578,PRJNA758121,SAMN21013453,soil metagenome,,25.39,100.43
SRR15677232,wetland,0.181489142,0.793523953,PRJNA728365,SAMN21157293,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31
SRR15677241,wetland,0.286028994,1.144115975,PRJNA728365,SAMN21157285,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31
SRR15947147,rhizosphere,24.84229231,2.696444113,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947148,rhizosphere,7.766973836,2.094605973,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947149,rhizosphere,9.398802312,3.429325956,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947150,rhizosphere,3.792201617,0.984987433,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947152,rhizosphere,2.747548244,1.053953692,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947153,rhizosphere,8.263727014,0.763125763,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947154,rhizosphere,6.931592489,3.752144082,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947155,rhizosphere,6.339759337,0.967204002,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947157,rhizosphere,13.23740713,2.331282446,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR15947158,rhizosphere,16.3508907,2.153661793,PRJNA763981,SAMN21465149,soil metagenome,South Africa: Free State,-27.28,26.72
SRR16028405,marine,0.167225767,0.181559404,PRJNA704804,SAMN21575217,marine metagenome,Pacific Ocean: Eastern Tropical South Pacific,-16.7,-79
SRR16028411,marine,0.13241689,0.140929404,PRJNA704804,SAMN21575223,marine metagenome,Pacific Ocean: Eastern Tropical South Pacific,-16.7,-79
SRR16547334,wetland,5.373121696,0.912067353,PRJNA773918,SAMN22544000,soil metagenome,China: Heilongjiang,47.16,124.21
SRR16547335,wetland,3.338818389,1.961953521,PRJNA773918,SAMN22543999,soil metagenome,China: Heilongjiang,47.16,124.21
SRR16547336,wetland,5.844839387,1.163698535,PRJNA773918,SAMN22543998,soil metagenome,China: Heilongjiang,47.16,124.21
SRR16547337,wetland,6.082502635,0.521811605,PRJNA773918,SAMN22543997,soil metagenome,China: Heilongjiang,47.16,124.21
SRR16547338,wetland,2.76095696,1.024636823,PRJNA773918,SAMN22543996,soil metagenome,China: Heilongjiang,47.16,124.21
SRR16547339,wetland,0.855273007,0.536161938,PRJNA773918,SAMN22543995,soil metagenome,China: Heilongjiang,47.16,124.21
SRR16797976,compost,10.98109956,0.688295579,PRJNA777435,SAMN22876307,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16797977,compost,12.42448727,1.030068789,PRJNA777435,SAMN22876306,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16797978,compost,13.02241274,2.920967156,PRJNA777435,SAMN22876305,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16797979,compost,11.35297397,3.504648153,PRJNA777435,SAMN22876304,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16797980,compost,12.34237443,0.436312795,PRJNA777435,SAMN22876303,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16797981,compost,3.118765591,0.349574929,PRJNA777435,SAMN22876302,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16797999,compost,16.64880997,2.701082488,PRJNA777435,SAMN22876300,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16798008,compost,17.79133939,2.185429306,PRJNA777435,SAMN22876309,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16798009,compost,12.99540189,4.395794478,PRJNA777435,SAMN22876308,metagenome,Spain: southern Galicia,43.03,-8.08
SRR16798072,rhizosphere,0.935540429,1.194306931,PRJNA778086,SAMN22929136,soil metagenome,China:Puer,23.1,100.2
SRR16798073,rhizosphere,1.870155039,1.515621074,PRJNA778086,SAMN22929135,soil metagenome,China:Puer,23.1,100.2
SRR16798123,rhizosphere,3.197924,1.698980425,PRJNA778086,SAMN22929169,soil metagenome,China:Puer,23.1,100.2
SRR16798124,rhizosphere,1.209795322,3.279419937,PRJNA778086,SAMN22929168,soil metagenome,China:Puer,23.1,100.2
SRR16798125,rhizosphere,0.393450635,1.848322765,PRJNA778086,SAMN22929167,soil metagenome,China:Puer,23.1,100.2
SRR16915451,rhizosphere,1.115841205,3.878313521,PRJNA779554,SAMN23040518,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915452,rhizosphere,1.622717188,2.46028934,PRJNA779554,SAMN23040500,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915453,rhizosphere,1.953617519,4.607555741,PRJNA779554,SAMN23040498,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915454,rhizosphere,3.256751524,2.085646937,PRJNA779554,SAMN23040516,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915455,rhizosphere,4.915217324,2.112848515,PRJNA779554,SAMN23040514,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915456,rhizosphere,2.397202608,2.293559565,PRJNA779554,SAMN23040512,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915457,rhizosphere,2.383420337,2.347361563,PRJNA779554,SAMN23040510,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915458,rhizosphere,1.786319935,3.917819104,PRJNA779554,SAMN23040508,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915459,rhizosphere,2.245389368,3.67514756,PRJNA779554,SAMN23040506,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915460,rhizosphere,2.800750413,2.269229138,PRJNA779554,SAMN23040504,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915461,rhizosphere,1.123318847,3.508281307,PRJNA779554,SAMN23040556,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915462,rhizosphere,2.627476201,2.527833638,PRJNA779554,SAMN23040554,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915463,rhizosphere,2.233512268,3.219879411,PRJNA779554,SAMN23040552,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915464,rhizosphere,1.629911852,3.419827282,PRJNA779554,SAMN23040550,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915465,rhizosphere,1.5925784,3.040943921,PRJNA779554,SAMN23040548,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915466,rhizosphere,2.750212742,2.654710551,PRJNA779554,SAMN23040546,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915467,rhizosphere,2.15929892,3.070750054,PRJNA779554,SAMN23040544,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915468,rhizosphere,2.121833036,2.981695831,PRJNA779554,SAMN23040542,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915469,rhizosphere,1.757430347,2.281477927,PRJNA779554,SAMN23040540,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915470,rhizosphere,1.351027757,2.98886709,PRJNA779554,SAMN23040538,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915471,rhizosphere,1.288323981,4.194298627,PRJNA779554,SAMN23040502,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915472,rhizosphere,1.640034826,3.639067566,PRJNA779554,SAMN23040536,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915473,rhizosphere,2.803241259,3.568819351,PRJNA779554,SAMN23040534,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915474,rhizosphere,1.717944385,3.826143138,PRJNA779554,SAMN23040532,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915475,rhizosphere,1.784396702,5.127023125,PRJNA779554,SAMN23040530,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915476,rhizosphere,1.191655912,4.085453053,PRJNA779554,SAMN23040528,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915477,rhizosphere,3.66914163,2.419594773,PRJNA779554,SAMN23040526,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915478,rhizosphere,3.120347166,3.30382252,PRJNA779554,SAMN23040524,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915479,rhizosphere,2.344813073,2.456461303,PRJNA779554,SAMN23040522,soil metagenome,USA: Washington,47.884722,-120.158333
SRR16915480,rhizosphere,2.406419043,2.554755477,PRJNA779554,SAMN23040520,soil metagenome,USA: Washington,47.884722,-120.158333
SRR17012560,rhizosphere,11.51074769,24.83145818,PRJNA782751,SAMN23393990,soil metagenome,"USA: Lind, WA",46.97,-118.62
SRR17012561,rhizosphere,15.5679646,10.0572537,PRJNA782751,SAMN23393989,soil metagenome,"USA: Lind, WA",46.97,-118.62
SRR17012564,rhizosphere,7.970980543,20.54544468,PRJNA782751,SAMN23393988,soil metagenome,"USA: Lind, WA",46.97,-118.62
SRR17012565,rhizosphere,23.55519747,8.19110893,PRJNA782751,SAMN23393987,soil metagenome,"USA: Lind, WA",46.97,-118.62
SRR17036897,rhizosphere,33.17401281,2.867201397,PRJNA783518,SAMN23436148,soil metagenome,China: Fuzhou,28.37,106.58
SRR17036898,rhizosphere,21.45749495,0.132893472,PRJNA783518,SAMN23436147,soil metagenome,China: Fuzhou,28.37,106.58
SRR17036899,rhizosphere,6.177038627,8.829343829,PRJNA783518,SAMN23436146,soil metagenome,China: Fuzhou,28.37,106.58
SRR17036900,rhizosphere,17.87865856,11.64581901,PRJNA783518,SAMN23436145,soil metagenome,China: Fuzhou,28.37,106.58
SRR17036901,rhizosphere,12.11392643,2.288329301,PRJNA783518,SAMN23436144,soil metagenome,China: Fuzhou,28.37,106.58
SRR17036902,rhizosphere,12.43235172,2.618750835,PRJNA783518,SAMN23436143,soil metagenome,China: Fuzhou,28.37,106.58
SRR17036903,rhizosphere,9.704952007,1.965994435,PRJNA783518,SAMN23436142,soil metagenome,China: Fuzhou,28.37,106.58
SRR17036904,rhizosphere,7.990401835,3.127691645,PRJNA783518,SAMN23436141,soil metagenome,China: Fuzhou,28.37,106.58
SRR17041387,compost,3.249183778,1.146482473,PRJNA782422,SAMN23431682,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414
SRR17041388,compost,12.49900901,1.152089499,PRJNA782422,SAMN23431681,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414
SRR17041389,compost,6.343964812,1.1197973,PRJNA782422,SAMN23431680,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414
SRR17041390,compost,10.30330051,0.958265037,PRJNA782422,SAMN23431679,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414
SRR17041391,compost,24.2939574,0.098420579,PRJNA782422,SAMN23382800,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414
SRR17041395,compost,32.64778218,0.222543973,PRJNA782422,SAMN23382798,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414
SRR17191898,compost,22.22874402,1.720634379,PRJNA785864,SAMN23585749,gut metagenome,"Russia: Kemerovo region, village Makuryno",56.033883,84.670111
SRR17191899,compost,9.015390139,1.084235806,PRJNA785864,SAMN23585748,gut metagenome,"Russia: Kemerovo region, village Makuryno",56.033883,84.670111
SRR17191900,compost,6.558496061,2.092180926,PRJNA785864,SAMN23585747,gut metagenome,"Russia: Kemerovo region, village Makuryno",56.033883,84.670111
SRR17191901,compost,3.74838891,1.30275797,PRJNA785864,SAMN23585746,gut metagenome,"Russia: Tomsk region, village ""Voskhod"", no. 16",56.454,85.043
SRR17191902,compost,15.16554771,0.751971459,PRJNA785864,SAMN23585745,gut metagenome,"Russia: Tomsk region, Takhtamyshevo village, Sovetskaya street 30",56.381333,84.882667
SRR17191903,compost,17.26892505,1.705425371,PRJNA785864,SAMN23585744,gut metagenome,"Russia: Tomsk region, Kaftanchikovo village, Light street 9",56.331556,84.855472
SRR17191904,compost,3.773447358,2.296740492,PRJNA785864,SAMN23585743,gut metagenome,"Russia: Tomsk region, Kopylovo village",56.607694,85.116639
SRR17191905,compost,4.080203661,0.530659129,PRJNA785864,SAMN23585742,gut metagenome,"Russia: Tomsk region, village ""Veteran"" 4, No. 105",56.380361,85.008417
SRR17191906,compost,5.8463536,1.762059385,PRJNA785864,SAMN23585741,gut metagenome,"Russia: Tomsk region, village ""Veteran"" 4, No. 104",56.380306,85.008694
SRR17191907,compost,10.31072038,1.737926726,PRJNA785864,SAMN23585740,gut metagenome,Russia: Tomsk region,56.394101,85.016555
SRR17204920,landfill,62.03097148,0.252051691,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204926,landfill,33.87164721,0.180908524,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204927,landfill,7.28211053,2.007214945,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204929,landfill,1.244255643,2.088247359,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204930,landfill,1.698239714,3.506300022,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204931,landfill,8.230753633,2.814935065,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204932,landfill,26.94538889,2.032667108,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204933,landfill,3.292679978,0.112372052,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204934,landfill,6.387084741,0.93673962,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204935,landfill,34.17326859,0.746156165,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204936,landfill,32.07247487,0.224034231,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204937,landfill,10.17871242,0.09035929,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204939,landfill,2.887446531,0.402770088,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204941,landfill,33.66495289,0.095437402,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204942,landfill,72.80268563,0.088352617,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204943,landfill,41.4219193,0.287543964,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204945,landfill,29.83734582,0.103924177,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204946,landfill,32.02786772,0.266420787,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17204949,landfill,22.77180138,0.577732126,PRJNA788122,SAMN23898321,soil metagenome,Chongqing?,29.3349,106.3301
SRR17401453,wetland,0.181681494,0.908639619,PRJNA792827,SAMN24468171,pond metagenome,USA: Wyoming,41.03340973,-106.6103115
SRR17401454,wetland,0.774085881,1.48545265,PRJNA792827,SAMN24468170,pond metagenome,USA: Wyoming,41.01211929,-106.5857536
SRR17401461,wetland,0.693827992,4.240549808,PRJNA792827,SAMN24468175,pond metagenome,USA: Wyoming,40.955436,-106.634877
SRR17401464,wetland,0.415804206,2.625835265,PRJNA792827,SAMN24468172,pond metagenome,USA: Wyoming,40.973396,-106.630675
SRR17541634,wetland,0.218915703,1.367921182,PRJNA338276,SAMN11493621,wetland metagenome,USA:Ohio,41.382783,-82.51465
SRR17710019,rhizosphere,5.627364241,4.553323044,PRJNA799442,SAMN25166260,soil metagenome,China:Baishui,35.28,109.46
SRR17710020,rhizosphere,3.17792988,3.285271658,PRJNA799442,SAMN25166259,soil metagenome,China:Baishui,35.28,109.46
SRR17710021,rhizosphere,3.306384601,7.017651083,PRJNA799442,SAMN25166258,soil metagenome,China:Yongshou,34.82,108.146
SRR17710022,rhizosphere,0.975108767,5.540562881,PRJNA799442,SAMN25166257,soil metagenome,China:Yongshou,34.838,108.087
SRR17710023,rhizosphere,4.635532493,3.219315895,PRJNA799442,SAMN25166256,soil metagenome,China:Yongshou,34.836,108.095
SRR17710024,rhizosphere,2.301853926,3.886551501,PRJNA799442,SAMN25166255,soil metagenome,China:Yongshou,34.836,108.095
SRR17710025,rhizosphere,3.203123091,3.259039973,PRJNA799442,SAMN25166254,soil metagenome,China:Zhengning,35.443,108.567
SRR17710026,rhizosphere,4.503793568,4.622017821,PRJNA799442,SAMN25166253,soil metagenome,China:Zhengning,35.443,108.567
SRR17710027,rhizosphere,5.099154693,4.449000029,PRJNA799442,SAMN25166266,soil metagenome,China:Ansai,36.561,109.235
SRR17710028,rhizosphere,1.706393644,4.869770208,PRJNA799442,SAMN25166265,soil metagenome,China:Ansai,36.561,109.235
SRR17710029,rhizosphere,2.721956098,4.452575845,PRJNA799442,SAMN25166264,soil metagenome,China:Ansai,36.561,109.235
SRR17710030,rhizosphere,6.469438341,4.515546812,PRJNA799442,SAMN25166263,soil metagenome,China:Ansai,36.561,109.235
SRR17710031,rhizosphere,4.667699298,2.017333331,PRJNA799442,SAMN25166262,soil metagenome,China:Baishui,35.281,109.367
SRR17710032,rhizosphere,7.623054776,4.047152864,PRJNA799442,SAMN25166261,soil metagenome,China:Baishui,35.28,109.46
SRR17710033,rhizosphere,5.73421401,5.774127486,PRJNA799442,SAMN25166252,soil metagenome,China:Zhengning,35.441,108.638
SRR17710034,rhizosphere,2.699042791,3.867953077,PRJNA799442,SAMN25166251,soil metagenome,China:Zhengning,35.441,108.638
SRR17938967,compost,2.532764407,2.789680791,PRJNA804379,SAMN25740214,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938968,compost,2.075012149,3.085559901,PRJNA804379,SAMN25740213,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938969,compost,3.406105446,2.623102385,PRJNA804379,SAMN25740212,soil metagenome,Russia: Novosibirsk,55,83.49
SRR17938970,compost,3.617961404,3.419437967,PRJNA804379,SAMN25740211,soil metagenome,Russia: Novosibirsk,55,83.49
SRR17938971,compost,5.452810549,1.879561881,PRJNA804379,SAMN25740210,soil metagenome,Russia: Novosibirsk,55,83.49
SRR17938972,compost,4.655674014,1.732150674,PRJNA804379,SAMN25740209,soil metagenome,Russia: Novosibirsk,55,83.49
SRR17938973,compost,3.619827735,1.168840653,PRJNA804379,SAMN25740208,soil metagenome,Russia: Novosibirsk,55,83.49
SRR17938974,compost,12.01551809,2.063591236,PRJNA804379,SAMN25740207,soil metagenome,Russia: Novosibirsk,55,83.49
SRR17938975,compost,4.344722097,2.019578747,PRJNA804379,SAMN25740220,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938976,compost,6.97568628,2.597739194,PRJNA804379,SAMN25740219,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938977,compost,3.396749594,2.984493395,PRJNA804379,SAMN25740218,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938978,compost,2.961801133,1.997623051,PRJNA804379,SAMN25740217,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938979,compost,3.68473468,1.981741325,PRJNA804379,SAMN25740216,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938980,compost,1.382799325,2.42008827,PRJNA804379,SAMN25740215,soil metagenome,Russia: Novosibirsk,55.01,83.47
SRR17938981,compost,104.6774509,0.95620503,PRJNA804379,SAMN25740206,soil metagenome,Russia: Novosibirsk,55,83.49
SRR17938982,compost,11.01578776,0.979869027,PRJNA804379,SAMN25740205,soil metagenome,Russia: Novosibirsk,55,83.49
SRR18354917,wetland,19.16794035,0.88507383,PRJNA817422,SAMN26804930,soil metagenome,"India:Tamil Nadu,Coimbatore",11,76.93
SRR18354918,wetland,12.10886451,2.120193011,PRJNA817422,SAMN26804930,soil metagenome,"India:Tamil Nadu,Coimbatore",11,76.93
SRR18502801,marinesediment,22.94535335,0.036493021,PRJNA820494,SAMN27010174,marine sediment metagenome,Pacific Ocean,10.02,140.2
SRR18502802,marinesediment,103.4202555,0.015707909,PRJNA820494,SAMN27010173,marine sediment metagenome,Pacific Ocean,11.65,142.23
SRR18595301,landfill,0.233271128,0.1833742,PRJNA822698,SAMN27259105,groundwater metagenome,Canada: Waterloo,43.44,-80.58
SRR18694233,wetland,2.677228877,2.666755794,PRJNA823845,SAMN27362034,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694234,wetland,0.723384082,2.463562894,PRJNA823845,SAMN27362033,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694235,wetland,2.351934891,2.484768498,PRJNA823845,SAMN27362032,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694236,wetland,3.527959842,2.998115187,PRJNA823845,SAMN27362031,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694237,wetland,1.08742102,3.087812273,PRJNA823845,SAMN27362030,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694238,wetland,1.712198077,2.096644374,PRJNA823845,SAMN27362029,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694239,wetland,1.183261605,2.400170653,PRJNA823845,SAMN27362028,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694240,wetland,1.709733157,3.003824102,PRJNA823845,SAMN27362027,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694241,wetland,0.821745894,2.064155543,PRJNA823845,SAMN27362042,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694242,wetland,0.859531515,1.538578103,PRJNA823845,SAMN27362041,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694243,wetland,4.579500149,2.81248816,PRJNA823845,SAMN27362040,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694244,wetland,2.094868231,2.32776754,PRJNA823845,SAMN27362039,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694245,wetland,0.524066783,2.299960776,PRJNA823845,SAMN27362038,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694246,wetland,2.162046579,2.39052168,PRJNA823845,SAMN27362037,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694247,wetland,0.799203743,3.240949276,PRJNA823845,SAMN27362036,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694248,wetland,2.775761342,3.12034939,PRJNA823845,SAMN27362035,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694249,wetland,2.902614421,2.955537841,PRJNA823845,SAMN27362026,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR18694250,wetland,3.077181125,2.201584608,PRJNA823845,SAMN27362025,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22
SRR19161315,rhizosphere,3.812338188,2.37834461,PRJNA833565,SAMN28004198,soil metagenome,China:Shenyang,41.8,123.67
SRR19161316,rhizosphere,5.540917778,2.730883153,PRJNA833565,SAMN28004197,soil metagenome,China:Shenyang,41.8,123.66
SRR19161317,rhizosphere,4.72940613,6.145126208,PRJNA833565,SAMN28004188,soil metagenome,China:Shenyang,41.8,123.57
SRR19161318,rhizosphere,12.34112736,1.482894751,PRJNA833565,SAMN28004187,soil metagenome,China:Shenyang,41.8,123.56
SRR19161319,rhizosphere,4.882033097,2.203506896,PRJNA833565,SAMN28004196,soil metagenome,China:Shenyang,41.8,123.65
SRR19161320,rhizosphere,2.632303559,2.021438398,PRJNA833565,SAMN28004195,soil metagenome,China:Shenyang,41.8,123.64
SRR19161321,rhizosphere,2.202878788,1.219587773,PRJNA833565,SAMN28004194,soil metagenome,China:Shenyang,41.8,123.63
SRR19161322,rhizosphere,3.154877077,2.991155956,PRJNA833565,SAMN28004193,soil metagenome,China:Shenyang,41.8,123.62
SRR19161323,rhizosphere,6.663209607,2.506381901,PRJNA833565,SAMN28004192,soil metagenome,China:Shenyang,41.8,123.61
SRR19161324,rhizosphere,12.30388898,6.265605434,PRJNA833565,SAMN28004191,soil metagenome,China:Shenyang,41.8,123.6
SRR19161325,rhizosphere,3.006173602,6.522113765,PRJNA833565,SAMN28004190,soil metagenome,China:Shenyang,41.8,123.59
SRR19161326,rhizosphere,4.27381743,1.824698232,PRJNA833565,SAMN28004207,soil metagenome,China:Shenyang,41.8,123.76
SRR19161327,rhizosphere,6.473516702,4.595512312,PRJNA833565,SAMN28004189,soil metagenome,China:Shenyang,41.8,123.58
SRR19161329,rhizosphere,3.05773906,0.713290675,PRJNA833565,SAMN28004205,soil metagenome,China:Shenyang,41.8,123.74
SRR19161330,rhizosphere,2.675717925,1.287756582,PRJNA833565,SAMN28004204,soil metagenome,China:Shenyang,41.8,123.73
SRR19161331,rhizosphere,1.011569608,1.032380024,PRJNA833565,SAMN28004203,soil metagenome,China:Shenyang,41.8,123.72
SRR19161332,rhizosphere,1.359575127,1.902343585,PRJNA833565,SAMN28004202,soil metagenome,China:Shenyang,41.8,123.71
SRR19161333,rhizosphere,5.349028373,2.319587673,PRJNA833565,SAMN28004201,soil metagenome,China:Shenyang,41.8,123.7
SRR19161334,rhizosphere,3.979719481,1.663113698,PRJNA833565,SAMN28004200,soil metagenome,China:Shenyang,41.8,123.69
SRR19161335,rhizosphere,4.343808032,2.263733523,PRJNA833565,SAMN28004199,soil metagenome,China:Shenyang,41.8,123.68
SRR19666934,wetland,0.151439715,3.922910888,PRJNA846364,SAMN28822348,wetland metagenome,China: Yunnan,27.5,99.4
SRR19666935,wetland,0.112106618,3.388716881,PRJNA846364,SAMN28822347,wetland metagenome,China: Yunnan,27.5,99.4
SRR19666936,wetland,0.955066237,2.061565189,PRJNA846364,SAMN28822346,wetland metagenome,China: Yunnan,27.5,99.4
SRR19666937,wetland,1.524257018,2.57226739,PRJNA846364,SAMN28822345,wetland metagenome,China: Yunnan,27.5,99.4
SRR19666938,wetland,0.926930996,2.410188844,PRJNA846364,SAMN28822344,wetland metagenome,China: Yunnan,27.49,99.38
SRR19666939,wetland,1.453296106,2.25836777,PRJNA846364,SAMN28822343,wetland metagenome,China: Yunnan,27.49,99.38
SRR19666940,wetland,1.091022039,2.381527228,PRJNA846364,SAMN28822342,wetland metagenome,China: Yunnan,27.48,99.4
SRR19666941,wetland,1.68867515,1.481600851,PRJNA846364,SAMN28822341,wetland metagenome,China: Yunnan,27.48,99.39
