Run,BioSample,BioProject,Source,Location,Lat,Lon,Env,MHET_Abundance
SRR11917416,SAMN15091510,PRJNA636628,volcano metagenome,Ukraine: eastern Crimea,45.4261,36.478,volcano,0.076043645
SRR12059192,SAMN04395456,PRJNA308531,marine sediment metagenome,Denmark,56.62016667,11.67066666,marinesediment,11.48339215
SRR12059196,SAMN04395460,PRJNA308531,marine sediment metagenome,Sweden,58.62233333,18.25416667,marinesediment,19.04215359
SRR12059199,SAMN04395427,PRJNA308531,marine sediment metagenome,Denmark,55.00483333,10.10816666,marinesediment,0.148272305
SRR12068626,SAMN09979593,PRJNA489438,marine sediment metagenome,Atlantic Ocean,22.8,-46.05,marinesediment,0.366800921
SRR12105370,SAMN15376387,PRJNA641877,soil metagenome,"Czech Republic: Lhenice, South Bohemia",48.99,14.16,landfill,7.365798216
SRR12172648,SAMN15464641,PRJNA644538,moss metagenome,USA: Minnesota,47.5,-93.45,wetland,1.448368969
SRR12172649,SAMN15464640,PRJNA644538,moss metagenome,USA: Minnesota,47.5,-93.45,wetland,1.862226071
SRR12358723,SAMN15677123,PRJNA623111,marine sediment metagenome,Svalbard: Smeerenburgfjorden,79.713833,11.085,marinesediment,0.504309322
SRR12358725,SAMN15677121,PRJNA623111,marine sediment metagenome,Svalbard: Smeerenburgfjorden,79.713833,11.085,marinesediment,0.318948745
SRR12358727,SAMN15677119,PRJNA623111,marine sediment metagenome,Svalbard: Smeerenburgfjorden,79.713833,11.085,marinesediment,0.156847983
SRR12358728,SAMN15677118,PRJNA623111,marine sediment metagenome,Svalbard: Smeerenburgfjorden,79.713833,11.085,marinesediment,0.44810898
SRR12418379,SAMN15772041,PRJNA656125,soil metagenome,Australia,-37.908647,145.139591,wetland,6.738908192
SRR12418380,SAMN15772040,PRJNA656125,soil metagenome,Australia,-37.90865,145.139591,wetland,1.031493449
SRR12418381,SAMN15772039,PRJNA656125,soil metagenome,Australia,-37.908647,145.139591,wetland,0.479851031
SRR12418382,SAMN15772038,PRJNA656125,soil metagenome,Australia,-37.908647,145.139591,wetland,1.325958071
SRR12481295,SAMN15835500,PRJNA657696,metagenome,India: Gujarat,22.9828,72.565,landfill,1.196795358
SRR12481296,SAMN15835496,PRJNA657696,metagenome,India: Gujarat,22.9828,72.565,landfill,1.616300366
SRR12605074,SAMN15738967,PRJNA655098,marine sediment metagenome,"Atlantic Ocean: North Sea, Helgoland",54.1817,7.9018,marinesediment,0.056382255
SRR12605076,SAMN15738795,PRJNA655097,marine sediment metagenome,"Atlantic Ocean: North Sea, Helgoland",54.1817,7.9018,marinesediment,0.035170189
SRR12684520,SAMN16233880,PRJNA488537,biofilm metagenome,Hungary: Bugyi,47.13,19.08,petroleum,1.965894268
SRR12691405,SAMN10497045,PRJNA488537,biofilm metagenome,Hungary: Bugyi,47.13,19.08,petroleum,11.83507504
SRR12883922,SAMN16252689,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.195,141.812,marinesediment,0.584347933
SRR12886462,SAMN16252678,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,10.924,141.799,marinesediment,0.660144937
SRR12886464,SAMN16252684,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.602,142.228,marinesediment,0.381871905
SRR12886465,SAMN16252683,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.602,142.228,marinesediment,5.816422491
SRR12887238,SAMN16252654,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.325,142.189,marinesediment,1.597160603
SRR12887797,SAMN16252668,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.325,142.191,marinesediment,0.850575389
SRR12888150,SAMN16252664,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.327,142.194,marinesediment,0.708567197
SRR12894172,SAMN16252671,PRJNA635214,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.764,141.976,marinesediment,2.096036585
SRR12949764,SAMN15721936,PRJNA651863,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.080558539
SRR12999146,SAMN16687078,PRJNA675034,sediment metagenome,Costa Rica: Rincon de la Vieja,10.7748,-85.345,hotspring,0.500237501
SRR13001972,SAMN16690188,PRJNA675135,metagenome,USA,42.45,-76.47,compost,0.609977024
SRR13115019,SAMN06859928,PRJNA382640,soil metagenome,Germany: Goettingen,51.6,-9.9,compost,0.068928755
SRR13122038,SAMN16861293,PRJNA656268,marine metagenome,Atlantic Ocean,-9.64018,-25.344688,marine,0.110067522
SRR13122047,SAMN16861285,PRJNA656268,marine metagenome,Atlantic Ocean,-13.25374,-21.909545,marine,0.155602606
SRR13122107,SAMN16861230,PRJNA656268,marine metagenome,Atlantic Ocean,-32.99987,1.000608,marine,0.107015078
SRR13122148,SAMN16861418,PRJNA656268,marine metagenome,Atlantic Ocean,29.760017,-67.722358,marine,0.12567527
SRR13122157,SAMN16861410,PRJNA656268,marine metagenome,Atlantic Ocean,28.809643,-66.258997,marine,0.205819275
SRR13122270,SAMN16861308,PRJNA656268,marine metagenome,Atlantic Ocean,-5.26616,-29.323055,marine,0.280993593
SRR13153301,SAMN16930219,PRJNA681031,marine metagenome,USA: Chukchi Sea,71.5365,-157.7331667,marine,0.364678652
SRR13153306,SAMN16930124,PRJNA681031,marine metagenome,USA: Chukchi Sea,68.013,-167.8751667,marine,0.298921538
SRR13153334,SAMN16930194,PRJNA681031,marine metagenome,USA: Chukchi Sea,71.32666667,-157.3145,marine,0.833651642
SRR13153432,SAMN16930192,PRJNA681031,marine metagenome,USA: Chukchi Sea,71.32666667,-157.3145,marine,0.229182582
SRR13153506,SAMN16930191,PRJNA681031,marine metagenome,USA: Chukchi Sea,71.32666667,-157.3145,marine,1.49263904
SRR13153511,SAMN16930056,PRJNA681031,marine metagenome,Arctic Ocean,75.639,-158.8061667,marine,1.901471597
SRR13153513,SAMN16930054,PRJNA681031,marine metagenome,Arctic Ocean,75.639,-158.8061667,marine,1.011297376
SRR13153516,SAMN16930043,PRJNA681031,marine metagenome,USA: Chukchi Sea,74.7085,-158.481,marine,0.595927827
SRR13153521,SAMN16930032,PRJNA681031,marine metagenome,USA: Chukchi Sea,74.322,-159.4448333,marine,0.599253192
SRR13153525,SAMN16930036,PRJNA681031,marine metagenome,USA: Chukchi Sea,74.322,-159.4448333,marine,0.586774994
SRR13153533,SAMN16930034,PRJNA681031,marine metagenome,USA: Chukchi Sea,74.322,-159.4448333,marine,0.716869026
SRR13153536,SAMN16930047,PRJNA681031,marine metagenome,USA: Chukchi Sea,74.7085,-158.481,marine,0.495535714
SRR13153550,SAMN16930193,PRJNA681031,marine metagenome,USA: Chukchi Sea,71.32666667,-157.3145,marine,0.608909642
SRR13199767,SAMN16773005,PRJNA677188,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.408534749
SRR13200009,SAMN16773200,PRJNA677190,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.183784548
SRR13200013,SAMN16773056,PRJNA677191,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.584984461
SRR13200029,SAMN16773057,PRJNA677189,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.14790974
SRR13200201,SAMN16773995,PRJNA677193,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.231893638
SRR13200202,SAMN16773445,PRJNA677192,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.064346733
SRR13388588,SAMN17260787,PRJNA690782,viral metagenome,Chile: Los Lagos,-42.45808,-72.460917,hotspring,18.92006803
SRR13449916,SAMN17278185,PRJNA664924,marine metagenome,,18,126,marine,0.283179309
SRR13449919,SAMN17278087,PRJNA664924,marine metagenome,,18,129,marine,0.248805732
SRR13449920,SAMN17278086,PRJNA664924,marine metagenome,,18,129,marine,1.084494085
SRR13449922,SAMN17278063,PRJNA664924,marine metagenome,,18,129,marine,0.423633077
SRR13449923,SAMN17278062,PRJNA664924,marine metagenome,,20,124,marine,0.407955125
SRR13449931,SAMN17278188,PRJNA664924,marine metagenome,,19.5,130,marine,2.328416796
SRR13449933,SAMN17278186,PRJNA664924,marine metagenome,,20,121,marine,1.026756857
SRR13449934,SAMN17278061,PRJNA664924,marine metagenome,,20,124,marine,1.296471495
SRR13449935,SAMN17278060,PRJNA664924,marine metagenome,,22.4,122.85,marine,0.261971934
SRR13452042,SAMN17320291,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.229056883
SRR13480373,SAMN17320292,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.585052009
SRR13480478,SAMN17320293,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.908156466
SRR13492908,SAMN17320294,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.579529854
SRR13503366,SAMN17320295,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.554534991
SRR13512339,SAMN17320296,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,1.157379513
SRR13512340,SAMN17320297,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.942483707
SRR13515397,SAMN17348064,PRJNA604781,marine sediment metagenome,Canada: Scotian Slope,43.010485,-60.211696,marinesediment,0.358696001
SRR13515746,SAMN17320298,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.567445952
SRR13515772,SAMN17320299,PRJNA692099,marine sediment metagenome,Pacific Ocean: Mariana Trench,11.4037,142.363,petroleum,0.761186734
SRR13516733,NA,NA,NA,NA,NA,NA,freshwater,0.477061822
SRR13516734,NA,NA,NA,NA,NA,NA,freshwater,0.497287523
SRR13516737,NA,NA,NA,NA,NA,NA,freshwater,0.807823129
SRR13516739,NA,NA,NA,NA,NA,NA,freshwater,0.480483456
SRR13516740,NA,NA,NA,NA,NA,NA,freshwater,0.675675676
SRR13516741,NA,NA,NA,NA,NA,NA,freshwater,0.47235023
SRR13516743,NA,NA,NA,NA,NA,NA,freshwater,1.502943911
SRR13516745,NA,NA,NA,NA,NA,NA,freshwater,0.458211144
SRR13516747,NA,NA,NA,NA,NA,NA,freshwater,0.26239646
SRR13516750,NA,NA,NA,NA,NA,NA,freshwater,0.946208888
SRR13557791,SAMN17600081,PRJNA695060,peat metagenome,Sweden: Stordalen Mire,68.353288,19.047562,bog,0.069953257
SRR13557793,SAMN17600062,PRJNA695060,peat metagenome,Sweden: Stordalen Mire,68.353288,19.047562,bog,0.190670179
SRR13557795,SAMN17600041,PRJNA695060,peat metagenome,Sweden: Stordalen Mire,68.353288,19.047562,bog,0.206609223
SRR13720463,SAMN17674923,PRJNA697708,hot springs metagenome,USA: Wyoming,44.5324,-110.7974,hotspring,0.040306328
SRR13782129,SAMN18055974,PRJNA704804,marine metagenome,Pacific Ocean,-13,-82.2,marine,0.055306891
SRR13816176,SAMN18057478,PRJNA704702,marine metagenome,Antarctica,-77.619,165.419,marine,0.388673357
SRR13816199,SAMN18057477,PRJNA704702,marine metagenome,Antarctica,-77.619,165.419,marine,0.238536973
SRR13961592,SAMN18309518,PRJNA714430,wetland metagenome,China: Zoige wetland,33.9333,102.8667,wetland,1.595841461
SRR13961593,SAMN18309517,PRJNA714430,wetland metagenome,China: Zoige wetland,33.9333,102.8667,wetland,0.875520359
SRR13961594,SAMN18309516,PRJNA714430,wetland metagenome,China: Zoige wetland,33.9333,102.8667,wetland,0.22708982
SRR14209495,SAMN18711228,PRJNA721235,feces metagenome,"Mexico: Morelos, Coajomulco",19.08,-99.2,volcano,0.12556643
SRR14209496,SAMN18711227,PRJNA721235,feces metagenome,"Mexico: Morelos, Coajomulco",19.08,-99.2,volcano,0.058216265
SRR14301300,SAMN18824493,PRJNA723631,soil metagenome,Canada,43.01,-81.2,compost,7.530241935
SRR14301304,SAMN18824500,PRJNA723631,soil metagenome,Canada,43.01,-81.2,compost,11.27047177
SRR14301308,SAMN18824495,PRJNA723631,soil metagenome,Canada,43.01,-81.2,compost,2.853881279
SRR14301316,SAMN18824494,PRJNA723631,soil metagenome,Canada,43.01,-81.2,compost,10.36669284
SRR14301319,SAMN18824507,PRJNA723631,soil metagenome,Canada,43.01,-81.2,compost,10.03107735
SRR14301320,SAMN18824506,PRJNA723631,soil metagenome,Canada,43.01,-81.2,compost,13.48763778
SRR14301321,SAMN18824505,PRJNA723631,soil metagenome,Canada,43.01,-81.2,compost,4.814723637
SRR14454002,SAMN18896307,PRJNA725617,root metagenome,China,39.98,116.39,wetland,3.171482506
SRR14454003,SAMN18896306,PRJNA725617,leaf metagenome,China,39.98,116.39,wetland,3.267938435
SRR14454005,SAMN18896304,PRJNA725617,sediment metagenome,China,39.98,116.39,wetland,1.685353807
SRR14454006,SAMN18896303,PRJNA725617,root metagenome,China,39.98,116.39,wetland,5.74212381
SRR14454007,SAMN18896302,PRJNA725617,leaf metagenome,China,39.98,116.39,wetland,2.448713167
SRR14454010,SAMN18896320,PRJNA725617,sediment metagenome,China,40,116.39,wetland,1.451030465
SRR14454011,SAMN18896319,PRJNA725617,root metagenome,China,40,116.39,wetland,2.745165144
SRR14454012,SAMN18896318,PRJNA725617,leaf metagenome,China,40,116.39,wetland,3.772857832
SRR14454013,SAMN18896300,PRJNA725617,sediment metagenome,China,39.98,116.39,wetland,1.054071326
SRR14454015,SAMN18896316,PRJNA725617,sediment metagenome,China,40,116.39,wetland,0.770169068
SRR14454016,SAMN18896315,PRJNA725617,root metagenome,China,40,116.39,wetland,2.56868668
SRR14454017,SAMN18896314,PRJNA725617,leaf metagenome,China,40,116.39,wetland,3.290801322
SRR14454019,SAMN18896312,PRJNA725617,sediment metagenome,China,40,116.39,wetland,0.658918276
SRR14454020,SAMN18896311,PRJNA725617,root metagenome,China,40,116.39,wetland,2.749199489
SRR14454021,SAMN18896310,PRJNA725617,leaf metagenome,China,40,116.39,wetland,2.378288517
SRR14454023,SAMN18896308,PRJNA725617,sediment metagenome,China,39.98,116.39,wetland,0.570122329
SRR14454024,SAMN18896299,PRJNA725617,root metagenome,China,39.98,116.39,wetland,4.658898388
SRR14454025,SAMN18896298,PRJNA725617,leaf metagenome,China,39.98,116.39,wetland,3.842356546
SRR14458710,SAMN19044779,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,2.648721989
SRR14458711,SAMN19044778,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,2.792880511
SRR14458714,SAMN19044775,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,3.25316401
SRR14458722,SAMN19044774,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,6.751011283
SRR14458741,SAMN19044793,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,3.970925593
SRR14458742,SAMN19044792,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,3.705533597
SRR14458743,SAMN19044791,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,3.621372773
SRR14458744,SAMN19044772,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,1.662547832
SRR14458745,SAMN19044790,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,6.743969055
SRR14458746,SAMN19044789,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,1.099466845
SRR14458747,SAMN19044788,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,3.927289048
SRR14458748,SAMN19044787,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,3.168630017
SRR14458749,SAMN19044786,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,3.551347236
SRR14458750,SAMN19044784,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,2.303624966
SRR14458751,SAMN19044783,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,5.432389708
SRR14458752,SAMN19044782,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,11.38958266
SRR14458754,SAMN19044780,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,0.809276028
SRR14458755,SAMN19044771,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,0.355922551
SRR14458756,SAMN19044770,PRJNA435634,Sorghum bicolor,"USA: Parlier, CA",36.597906,-119.518373,rhizosphere,0.371105232
SRR14511834,SAMN19118221,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.47296,-72.41799,marine,0.248221695
SRR14511837,SAMN19118263,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.47294,-72.41806,marine,0.161076515
SRR14511838,SAMN19118262,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.47733,-72.43112,marine,0.053711225
SRR14511839,SAMN19118261,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.47733,-72.43112,marine,0.139209845
SRR14511848,SAMN19118253,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.20583,-72.54705,marine,0.11805658
SRR14511850,SAMN19118250,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.29935,-72.493,marine,0.08047508
SRR14511854,SAMN19118247,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.3066,-72.51493,marine,0.612484091
SRR14511855,SAMN19118246,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.3747,-72.43074,marine,0.107870796
SRR14511859,SAMN19118242,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.4731,-72.40573,marine,0.271784963
SRR14511861,SAMN19118241,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.4731,-72.40573,marine,0.048743813
SRR14511865,SAMN19118237,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.17986,-72.45501,marine,0.152152849
SRR14511866,SAMN19118236,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.20206,-72.49859,marine,0.10989011
SRR14511872,SAMN19118231,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.29935,-72.49296,marine,0.19055149
SRR14511875,SAMN19118228,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.30682,-72.51469,marine,0.155136504
SRR14511876,SAMN19118227,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.38161,-72.43912,marine,0.211483557
SRR14511894,SAMN19118299,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.29935,-72.493,marine,0.380952381
SRR14511898,SAMN19118224,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.47319,-72.40575,marine,0.452119309
SRR14511909,SAMN19118223,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.47319,-72.40579,marine,0.278790976
SRR14511911,SAMN19118284,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.17998,-72.45506,marine,0.114275206
SRR14511912,SAMN19118283,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.17998,-72.45506,marine,0.152031136
SRR14511914,SAMN19118281,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.20202,-72.49854,marine,0.140759822
SRR14511915,SAMN19118280,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.20583,-72.54705,marine,0.128571429
SRR14511918,SAMN19118277,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.26195,-72.43245,marine,0.115936652
SRR14511924,SAMN19118272,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.3747,-72.43074,marine,0.08320831
SRR14511926,SAMN19118270,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.38078,-72.43892,marine,0.200567351
SRR14511928,SAMN19118268,PRJNA729490,marine metagenome,Chile: Comau fjord,-42.38636,-72.45599,marine,0.144913987
SRR14517502,SAMN19072225,PRJNA728211,plant metagenome,Netherlands,51.58,5.39,phyllosphere,0.629178933
SRR14517503,SAMN19072224,PRJNA728211,plant metagenome,Netherlands,51.58,5.39,phyllosphere,7.62195122
SRR14517504,SAMN19072223,PRJNA728211,plant metagenome,Netherlands,51.58,5.39,phyllosphere,1.120230701
SRR14517505,SAMN19072222,PRJNA728211,plant metagenome,Netherlands,51.58,5.39,phyllosphere,7.273320287
SRR14626156,SAMN06264477,PRJNA365360,soil metagenome,"USA:South San Francisco, USA",37.4971,-122.129,wetland,0.240497419
SRR14865844,SAMN19716612,PRJNA739281,marine metagenome,China: South China sea,25.47,119.86,marine,0.18921328
SRR14874047,SAMN19798964,PRJNA612045,metagenome,USA:Chesapeake Bay,38.99596,-76.35967,petroleum,0.445326279
SRR14874054,SAMN19734229,PRJNA612045,metagenome,USA:Chesapeake Bay,38.64618,-76.42127,petroleum,0.496603541
SRR14874066,SAMN19734151,PRJNA612045,metagenome,USA:Chesapeake Bay,38.99596,-76.35967,petroleum,0.82010582
SRR14874076,NA,NA,NA,NA,NA,NA,petroleum,13.04735234
SRR14874077,NA,NA,NA,NA,NA,NA,petroleum,1.785714286
SRR14874087,SAMN19798981,PRJNA612045,metagenome,USA:Chesapeake Bay,38.99596,-76.35967,petroleum,0.372874284
SRR14874093,SAMN19798976,PRJNA612045,metagenome,USA:Chesapeake Bay,38.99596,-76.35967,petroleum,0.273164336
SRR14874097,SAMN19798972,PRJNA612045,metagenome,USA:Chesapeake Bay,38.99596,-76.35967,petroleum,0.521068049
SRR15039771,SAMN20058460,PRJNA743701,marine sediment metagenome,Pacific Ocean: Mariana Trench,10.81,141.18,marinesediment,0.011736271
SRR15214111,SAMN20308268,PRJNA748095,hot springs metagenome,"Canada:Terrace, Lakelse Hot Spring",54.3583,-128.541133,hotspring,0.229231616
SRR15214113,SAMN20308266,PRJNA748095,hot springs metagenome,"Canada:Terrace, Lakelse Hot Spring",54.3583,-128.541133,hotspring,0.353082409
SRR15214115,SAMN20308264,PRJNA748095,hot springs metagenome,"Canada:Terrace, Lakelse Hot Spring",54.3583,-128.541133,hotspring,0.988924051
SRR15214117,SAMN20308262,PRJNA748095,hot springs metagenome,"Canada:Terrace, Lakelse Hot Spring",54.3583,-128.541133,hotspring,0.950871632
SRR15214118,SAMN20308280,PRJNA748095,hot springs metagenome,"Canada:Terrace, Lakelse Hot Spring",54.3583,-128.541133,hotspring,0.818356868
SRR15214128,SAMN20308271,PRJNA748095,hot springs metagenome,"Canada:Terrace, Lakelse Hot Spring",54.3583,-128.541133,hotspring,0.01293947
SRR15373726,SAMN20521043,PRJNA751553,soil metagenome,"China: Axi township, Sichuan province",33.68,102.93,rhizosphere,1.700087034
SRR15373727,SAMN20521042,PRJNA751553,soil metagenome,"China: Axi township, Sichuan province",33.68,102.93,rhizosphere,1.438352056
SRR15373728,SAMN20521041,PRJNA751553,soil metagenome,"China: Axi township, Sichuan province",33.68,102.93,rhizosphere,1.548368409
SRR15400728,SAMN20600050,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,2.613819952
SRR15400729,SAMN20600049,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,2.175881456
SRR15400730,SAMN20600048,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,2.085437677
SRR15400731,SAMN20600047,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,2.204595583
SRR15400732,SAMN20600055,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,1.245557349
SRR15400733,SAMN20600054,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,0.783510858
SRR15400734,SAMN20600053,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,1.039307636
SRR15400735,SAMN20600052,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,1.352145848
SRR15400736,SAMN20600051,PRJNA752512,soil metagenome,"China:the Zoige plateau, Zoige county",33.62,102.87,wetland,0.747591844
SRR15495778,SAMN20821175,PRJNA338276,wetland metagenome,"USA: Ohio, Lake Erie, Old Woman Creek NERR",42.12,-81.12,wetland,2.904444425
SRR15530465,SAMN20863992,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.091282519
SRR15530467,SAMN20863990,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.097097164
SRR15530468,SAMN20863989,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.124650977
SRR15530469,SAMN20863988,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.089261057
SRR15530472,SAMN20863985,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.211631551
SRR15530473,SAMN20863998,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.085180082
SRR15530474,SAMN20863997,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.092818125
SRR15530476,SAMN20863995,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.08871269
SRR15530477,SAMN20863994,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.240396058
SRR15530478,SAMN20863993,PRJNA756323,marine metagenome,"Australia: Port Hacking, NSW",-34.116,151.219,marine,0.10880883
SRR15532675,SAMN20864073,PRJNA756367,wetland metagenome,"USA: Ohio, Lake Erie, Old Woman Creek NERR",41.3778,-82.5108,wetland,0.805870054
SRR15532676,SAMN20864073,PRJNA756367,wetland metagenome,"USA: Ohio, Lake Erie, Old Woman Creek NERR",41.3778,-82.5108,wetland,0.774270457
SRR15532677,SAMN20864072,PRJNA756367,wetland metagenome,"USA: Ohio, Lake Erie, Old Woman Creek NERR",41.3778,-82.5108,wetland,0.838777036
SRR15532678,SAMN20864072,PRJNA756367,wetland metagenome,"USA: Ohio, Lake Erie, Old Woman Creek NERR",41.3778,-82.5108,wetland,0.730121445
SRR15532679,SAMN20864071,PRJNA756367,wetland metagenome,"USA: Ohio, Lake Erie, Old Woman Creek NERR",41.3778,-82.5108,wetland,1.631845366
SRR15646751,SAMN21013452,PRJNA758121,soil metagenome,,25.38,100.41,rhizosphere,2.729788999
SRR15646752,SAMN21013461,PRJNA758121,soil metagenome,,24.65,102.88,rhizosphere,3.22997416
SRR15646753,SAMN21013460,PRJNA758121,soil metagenome,,24.65,102.88,rhizosphere,2.492522433
SRR15646754,SAMN21013451,PRJNA758121,soil metagenome,,25.38,100.41,rhizosphere,2.273808308
SRR15646755,SAMN21013450,PRJNA758121,soil metagenome,,25.38,100.41,rhizosphere,3.687940091
SRR15646756,SAMN21013459,PRJNA758121,soil metagenome,,24.65,102.88,rhizosphere,2.034176374
SRR15646757,SAMN21013458,PRJNA758121,soil metagenome,,24.67,102.93,rhizosphere,4.335082752
SRR15646758,SAMN21013457,PRJNA758121,soil metagenome,,24.67,102.93,rhizosphere,5.372078423
SRR15646759,SAMN21013456,PRJNA758121,soil metagenome,,24.67,102.93,rhizosphere,3.130236041
SRR15646760,SAMN21013455,PRJNA758121,soil metagenome,,25.39,100.43,rhizosphere,0.244507722
